,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,7812.970935440269,3010.12829361826,12945.01361375659,7541.176983889532,5960.347830903571,1422.439570093998,-773.7145555949867,610.9074006961318,737.5855550313784,2094.7291092733,5130.705011177768,1762.8990852119775,-377.7087531009252,-37.4187888139583,-13.662194126174672
1,6819.80992126337,3089.6813077035763,13957.299755651475,7743.828891553843,5933.87457257637,1595.270783394164,12.59733137763152,583.2068972495003,918.849561864763,2577.640811385896,5732.395754854806,1543.5195384867332,-394.41213431160384,-9.799167421907356,26.96367142100221
2,7740.61580947331,2984.935312658311,13204.052022561611,7670.562802630689,5937.336627920554,1744.4234427487058,149.65751503259963,787.2859754814795,515.0271922489188,2123.2656398951303,5554.725421794225,1199.821117072333,-324.6376403524338,-32.989408714362966,-47.71667429130835
3,8046.417818295122,2911.0559388320416,13250.045774350632,7894.774992823284,5936.840524980829,1426.356161767415,-82.36448356102937,434.24481947224155,25.811567895734242,2265.1994070732308,5256.727828584225,1285.9569919172477,-411.4526258701761,-35.44193986457742,4.9541877364912
4,8957.195212558941,2729.1105060362624,12095.121589437535,7715.503157215748,5392.311318197474,1106.8513388083556,-1010.7454459134929,252.6040894369316,308.09475807749754,2433.920033437411,4953.401136275291,1505.7617989292712,-368.3008270505612,-35.27770597855477,-92.8933624278718
5,7583.538450208215,2741.4027691535243,11388.711127018207,6883.234920345021,5499.495775878835,1115.877906889507,71.32114053449152,533.2063969605449,423.1291583825414,1475.9228804298548,5488.040117391899,1253.8234631881821,-284.67818835824704,-32.33674844996203,40.39132303050244
6,7384.270155858793,2844.5844917466616,11621.292117034907,7428.459894926755,5443.885821165553,1164.6797843304585,-235.676436750559,260.5224741624218,375.83597447795864,1402.0561669413746,5070.8498703181385,1417.083582938928,-385.2861725357643,-48.932549872906954,13.227008372453305
7,7296.567400436572,2837.100732600803,12270.900978615311,7551.011676386269,5828.940349350804,1537.4953709308215,501.01600134837594,567.532416704234,993.8044972531861,1979.885151833333,4815.439694081572,1480.7197180621424,-378.7669923470275,-53.095637449579165,-57.20614679210738
8,7091.682288689902,2869.4541398682463,12447.90854047025,7467.203261895142,5737.7205049269805,1520.7508629222007,42.96802571313293,306.4162095284286,1270.3196251374409,2589.92023421098,5353.179749615007,1097.2460248567186,-208.94148737289646,-40.913862002200446,-62.77840734215177
9,8580.602932229409,2734.3815917664197,12263.9421456063,7373.235348881376,5519.8656728266005,1470.832034389629,43.648356932290596,661.371335285588,193.73948188010286,1854.1597323544136,4843.287052383537,1062.2776953598318,-334.0938766508277,-30.111075717711596,-66.22014042153407
10,8087.699105363516,2782.1792155937137,12906.703843182682,7281.596245153267,6268.487812233236,1368.5980243128352,-329.9981537438639,-21.169434789997013,499.4432755428751,1871.3820606212932,4161.763206279916,1347.142877578414,-372.0670280643853,-30.059864000407973,-112.71244890779874
11,8765.396230683325,2991.878737073741,13610.083210712317,7602.875735152954,6483.609701540172,1475.9299200022028,-7.022655748557042,389.39193942965693,605.224432405383,2329.3548296887884,4694.639510378135,1537.4580983601816,-389.11397626754314,-21.271389285593745,-61.16017698647163
12,7471.108059268455,2501.6850566685507,11225.222102688862,6155.935897038127,5415.933267686414,1290.4369612761925,200.33637183200455,146.1370528094898,1328.501637665965,1958.3042242459933,5001.9948349374,1144.2945470220286,-190.6769115166058,-28.004756695558484,39.13082269905038
13,7204.942204761659,2619.481023324312,11231.785852748215,6248.168035160923,5210.879663302331,1344.3613964120414,284.71165623283804,654.9354607849336,739.5561202072722,2347.6644530218537,5336.564321883508,1071.6726351733128,-354.5810385551115,-36.970131337197174,27.294533385875027
14,7718.235501830249,2627.183934066476,12167.763790335881,6768.2375118001655,5567.18266573557,1147.3426098479154,-473.11425765252267,297.3517727409327,594.8682367654659,2336.247392130802,4403.920867900023,1397.8955250989961,-410.6788306831628,-36.62378222661701,-31.93634661385591
15,8218.290323164392,2669.67036559982,12934.366702692936,7643.537502413789,6079.103862431642,1304.5987629412384,50.76666873480025,858.7291334249896,363.8068170454741,1992.9586744900835,5470.512586373526,1546.0431992361953,-338.1963290895469,-34.35082120823572,-19.825171119002626
16,8030.097229472171,2613.733461292934,12344.991233755336,7475.546226220547,5844.98794729622,1233.0548638748705,199.62173893973835,588.3118529618237,1100.5332234069797,2123.794921538851,5045.14566472478,1137.7783205705216,-238.34361098590972,-33.48548674677802,40.10545438480444
17,7923.471143473791,2662.7730814882657,13168.279622626369,7869.178614870589,6411.227184687919,1648.6081871563579,391.8921321174616,730.927887156851,1309.495817805827,1774.9712374832413,4750.274396873648,1563.672000636721,-353.5915560309603,-36.39270010255689,-133.8617656510738
18,7750.702497757879,2722.6829154733928,12938.195968850818,6894.732547445128,5875.341165693316,1554.6148423317723,945.0791927983535,-251.08156647573708,904.8454513631665,2244.2557133268388,4917.495591535116,1202.0628667407884,-231.4661450450725,-22.54533739192755,-86.83046848739227
19,7014.884196118053,2639.796560640868,12452.026701724233,6934.73136654068,5556.290874448212,1840.872868729682,386.1421728248003,492.2687831754767,917.0214203844591,2010.4579330428605,4431.618871360838,1133.2433620806205,-219.5787156673711,-15.006280659017357,32.322964830267345
20,8003.200899914222,2890.1841004372413,12512.888658850605,7365.16086802527,5818.30752698655,1429.4449582984848,639.5726796401323,1018.992180954378,-11.472337224443606,1540.9231154760787,5735.4450063409495,995.1437103728136,-341.78263726879084,-48.97459630273517,-11.141098619015036
21,8057.041696514139,3224.6668533587213,14329.159812787091,7237.39122831509,6100.484508215654,1325.3268402678614,-362.2043245299776,28.247647135038875,605.8727511342299,2136.292838927504,5838.151093752087,1373.4209761996485,-209.76768531864568,-33.71240841864443,-40.63759302957189
22,8471.58384616146,3159.220036330579,14216.73003584973,6953.053661977567,5350.6413601434515,829.538274233087,-503.46481118557483,478.1204213903223,1029.8705939710935,1840.9073626700365,4995.125060593676,1396.6732583485093,-343.53962837288066,-37.21732436501061,88.34441116251233
23,8831.905586252198,2980.3104688088833,13514.577348584122,7049.49109676015,5644.031494850253,1024.6181507996657,441.91598709728777,447.34773226217027,660.0217419043252,2139.202237491175,4548.144497205145,1088.811578026618,-329.5839347433516,-21.4525323992041,62.206349260114614
24,8380.335159889033,2874.040805692147,12674.673978869769,7295.1211105172715,5802.330948547724,1216.5583656052017,571.1977351769231,21.931946571566385,996.8536077781694,2687.353657539247,4161.004017549794,1270.972019342676,-216.37712544502284,-23.60467742356618,117.60140770859081
25,9372.252609859179,2865.6414095845166,12017.774575605385,6495.892953939896,6197.173677737503,793.1124709027978,613.9045494980294,517.9998795754784,159.73126913266788,1735.254805184838,4481.656178889988,1524.3071558343595,-325.8530225909056,-15.57983558111722,10.42340713628601
26,7865.913697713008,2684.0740828582097,11055.255206309432,6660.224523725191,5470.036528309152,1080.110754437861,768.5576192372059,657.2803961804443,1218.8341487141463,2526.6614051610295,4852.213660858255,1107.4343639063054,-203.77326599952116,-7.409978549836767,115.68030386716575
27,8379.80154817312,2538.561807895844,10536.66836979825,7123.386639440873,5323.677650948996,1230.7510598917024,877.5301440831672,634.895070540736,113.92985502846136,1948.0907340186454,3930.2369267045574,1247.6004029822075,-351.1134091527116,-14.691892779058058,56.05165384712337
28,9556.1953225969,2792.19819155708,11842.588742942507,6744.177973790145,5699.445744636932,1270.682181020783,-508.63121303913493,443.32597298249647,210.87691104004165,1722.0246895241064,3967.203631822815,1720.1519546311692,-366.66185521207103,-18.744629493656547,49.81794097290483
29,8581.05969355585,2754.8572765152294,12302.7977736295,6488.9174985632935,5947.6080164901205,1150.9759114195194,346.22373856651024,765.751957571098,808.4773083344842,1954.1351180334063,4512.010596010637,1343.3455832287455,-310.7061587067633,-44.296089687238876,-54.354037924094655
30,7448.614876934586,2812.830699443589,12337.235816922803,6456.3875502715455,5520.444863634855,1054.905855848413,458.1435973168863,167.9423529696266,922.882429472799,2618.767867895259,4810.309982605892,1266.7046855855365,-367.3396203045951,-47.745846302765216,-76.71136187356197
31,6845.667596099066,2826.1215666551593,12198.827768423045,6207.370210992333,5696.431256541715,1368.5544966131615,511.4575977782653,730.2424629090042,1516.0348783080333,2492.231189005411,5340.251293645596,1409.0966417614532,-302.6496017953286,17.74470514476792,-1.346712718315974
32,6429.554424983343,2821.1971308717643,12254.07139679612,6955.783934919116,5661.266845759736,1177.276725235029,733.6816141079969,408.51581836566555,928.8525994192214,3310.3744958930088,5391.518707229272,1541.3573211006922,-253.3212417304739,25.433572998069828,1.6826919912166218
33,6527.924933820483,2603.5608998002417,11005.753338730388,6795.611931337702,5502.674614628842,628.0885329307931,696.6029516647748,736.4840544314916,524.267598937191,1975.385337674576,4735.870147777886,1329.453805727191,-90.57639147281229,39.603311570518734,19.519890874530972
34,6481.848511145445,2727.730618682032,11115.128965059474,7137.084665337339,5181.765145121972,931.311913399804,263.5731828597397,565.0775195110773,421.7584654809665,2298.5928541503717,5605.800441329939,1608.1201935762297,-193.3922654587298,25.98776373288792,38.92784544422988
35,7388.440131615096,3004.929646487947,13104.002525753309,7137.423419445535,5946.23816250164,1153.1929098045903,333.73871614109345,698.3356130280224,1348.4234202335597,2030.9057858151368,5947.154444124463,1718.0650984778451,-307.43212615751713,20.21684188094647,110.98060584070694
36,7171.853146508745,2897.9100258612975,13517.167890801435,7335.504913096782,5365.869128390624,1284.7647958350617,1084.1365176395248,670.9687974600822,246.61449519379335,2032.3667115676403,5124.44964846813,1200.0079454651743,-288.5484817511322,47.30129511490668,-30.51019007699842
37,7575.113227491068,2719.8388454022347,13478.732081959439,7358.694244920122,5338.556819918299,1284.7343120701148,1018.1668741447847,773.3603947897109,1059.4769762438123,2724.015985005806,5046.635936372779,1338.8748966949433,-257.10159446001023,41.51668756513639,-150.46890170884944
38,7045.632306134619,2723.7643418556736,13029.712823069638,7243.211474173729,5289.0214403380405,673.8582385209112,1846.8254192223499,-49.84670560690206,255.37302463902762,2607.0729008354533,4189.991063249999,950.22425151509,-345.43598771935103,40.32118481563615,-46.48564940028928
39,7351.874289081335,2851.7968332104656,12823.804918938386,6836.745054135189,5440.823635692284,1186.044141730572,1923.780978483625,1552.9195580445821,1647.8504324596715,1997.5208852837163,4556.50348006601,1185.8737754461274,-353.79024351305577,41.828010397098986,-211.05188208556172
40,6916.860370454156,2840.407802023348,11343.976233029072,5993.596736578729,5026.0075139046585,759.9667891776803,1722.7184587009183,1099.3148660124737,1025.8945281559986,2196.894898392978,4447.919518985777,1073.6190005398653,-373.4842491024177,53.03083082879918,-24.04641668165563
41,6544.447611795197,2494.7012120780873,10047.95555182925,6406.974556046414,4849.762751068916,563.6046095209184,1802.5251907548786,861.2870157481891,1291.230824054331,2755.5522140927965,4545.700869475486,967.3167222221663,-299.0176913139748,39.619985112915636,-83.41667899737853
42,7231.591699408679,2540.463123809209,10975.729781766906,6467.4415571469535,4992.942766691944,980.7075254443629,1184.7328472392649,456.9390593262712,1515.7944910437654,3026.8931336441187,5193.757946460281,1473.7646468701812,-114.20188098437643,26.736294047473812,2.0082475649005396
43,7335.636168247895,2333.057104542656,10273.060171387315,6232.255755076833,5349.0817416322525,896.6505959795758,1109.4097493080078,267.9808645765939,1642.3984307920482,2773.8719292275723,5104.858887411968,1743.5879976831216,-137.42901921762942,29.613260912646126,-74.47891893035958
44,7974.694088562834,2671.016919709099,11965.33448486322,6254.187075050128,5714.078556700685,681.8812268520936,1390.813624435135,692.9124560478213,1323.146933101057,1412.488146089767,4413.96952887655,1499.5403875809322,-70.70351574109881,55.65083188344191,-25.780673449414554
45,7641.475258018014,2720.096512743587,12315.758576596178,6577.045362188996,5378.902994349257,1044.0375971759381,1083.6328331995269,1176.659167635994,938.5596775551501,2183.9229138150426,5226.393243164627,1725.0673855523776,-287.06301254288974,25.70882236852656,6.617980645598607
46,7841.897156527901,2844.374949976178,12644.870230796365,6913.863373177925,5665.720124558205,1311.1580748374126,1597.8018993437884,1127.5244208471158,304.1851171336248,1975.4811185996614,4141.281484025642,1431.065964728667,-218.2931942071119,35.87565599756927,-101.39377084417535
47,6978.059730389488,2508.502874289191,10907.105882847274,6520.917624083592,5114.872196336679,954.2937283180953,1753.5076634082247,642.7901098351722,204.6465792617255,1590.3647435738574,4510.713356412417,772.896218478834,-128.86186973706555,-4.261869945829158,-72.18606688781443
48,6782.430474915298,2587.297501594164,10904.020265799392,6921.724558820622,4723.815248494615,1054.7811581226965,1585.4181930908198,1023.0374504347149,608.368757120923,1603.186765266869,4852.475284358262,981.719012709651,-285.7880879639715,17.545686526368982,-76.47951414773095
49,6838.709839570283,2915.6646637221043,12992.810776663857,7556.914609156224,5382.088623392308,855.4679171733646,1101.7882442679822,542.6381660631771,974.4547818233609,2586.50982419952,4880.327308665746,1666.0750472777343,-244.3929686831744,17.695848292335782,56.97721108985194
50,7454.408225444526,3100.492094046206,13405.597882459606,7604.157725830259,5665.66428304795,1075.69359203681,1177.3802480026338,244.95519763932055,-88.35979258858742,2816.811555306652,4859.088781544546,1560.291834203801,-308.13333869858343,47.06104628161832,13.13437712287584
