,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,7990.400440160364,2981.42141547096,12333.980686824201,7036.7147581847585,5707.273464267308,997.3264073981948,1700.6083142139182,832.4354965816535,11.037786026309618,1252.153713899598,5455.04518752038,864.633301309779,-346.46077496860596,-60.08391227498176,40.99598520104555
1,8539.680402227184,2944.7411069047985,13011.834380947894,7285.454432841372,5962.878537283524,1098.1985510554746,909.4484741298176,628.8309991499711,-89.29331856559418,2202.047898493893,5531.041535881207,978.7642326718837,-350.23353508033784,-37.442085523587295,-13.560813972696662
2,8949.467178471674,3025.8058185226,13190.32079909169,7391.834285272097,5773.350933185506,863.4253681310281,496.95046428075614,224.3521286754976,442.42107050630955,2340.2739954446088,5486.189751159084,1110.595741402841,-310.86699962141375,-44.29479472855839,-52.63346247224104
3,9310.793108677868,3058.7108803356236,12708.826328935138,8140.421444398175,6068.637330168028,906.1698506929973,1229.5035870746638,408.0990925710349,-284.0915971312996,1202.0615750220586,4879.094999231592,1017.308140409485,-315.805004525394,-53.18860563518426,-50.64948613310252
4,9433.772549379823,3094.6080396515326,13591.008990478169,7548.848414262191,5765.135254132085,905.2500614864267,340.651411973192,100.08574052771687,894.9776807287692,1841.6519944885158,5478.286342901975,862.4355184082419,-358.462868693075,-34.33830753343495,65.4216877863964
5,9109.224376212596,2734.933494447794,12820.757270379358,7495.44504409415,5575.3297167506025,625.5541929798715,1413.2854736826785,444.8816970113209,381.7771397085306,1290.001453450926,5269.514741763912,847.4960729697585,-261.81646146959986,-34.856987795243036,-36.13856161610543
6,8752.537610845116,2569.2077032538355,11526.390798317843,7477.299936324129,5625.6236300929,768.1435866170397,1060.7373927987433,232.0733826120108,699.5617723425717,1570.4522413373152,4541.905810357683,629.8679236759028,-214.67465415184566,-17.200352323108152,54.86887723502931
7,8555.591190319326,2997.7031156039984,14350.697493111176,8002.658627051144,6161.240381168144,1175.281072102955,818.2379767608451,292.0097451850613,571.2017394863562,2406.2102611216346,4794.024385291729,970.6832001178371,-378.12359629524326,-17.356351118858,-47.53895422474318
8,9056.83989879171,2953.6973070795684,14404.307289405739,7845.099131855268,5979.969381589224,1045.692851557404,1757.7654838498688,438.9233268989854,262.54729358709324,2048.5860609491674,4864.754734365292,695.938309418095,-375.213434521658,-17.130975581604975,-69.91302649180682
9,7800.1541589778035,2919.7342225513376,13545.017758726415,7243.819119254394,5599.706707948006,1493.24778871131,1268.588511901809,77.96817008567467,1427.922386893745,2631.6507792671873,5088.864086612245,657.7684187480526,-375.2744616126371,-1.5709215152364209,-64.36695790587135
10,8205.540225349869,2856.41264516563,12774.065845122519,7243.352215694754,5635.8025275341515,1535.3014337725426,1299.8044473195114,182.33230046726408,964.8468469298136,2345.288730119529,5754.700076096705,962.0642406375799,-200.20721489566057,-10.857491713017334,-39.16492973168671
11,9025.883045155928,3050.633790538639,13765.70003373625,7337.951221226364,5825.696077131566,1456.897433581028,678.8939011283154,355.7547055861007,834.707609750458,2025.388453007603,6028.545409601392,1057.936038137309,-367.74301878062846,-16.577923967879677,-89.46364741720927
12,8568.195445469379,3006.9282621968805,13479.082697688453,7206.387181425224,5969.40707863993,1364.7064863703317,1291.7684675455284,264.12938974895496,136.17852755002127,2168.5104107060797,4605.5286709091215,1224.3671483641015,-237.47019253325064,-20.819216705568778,76.37696554018521
13,7949.254380400894,2978.3123612260842,13280.218226247096,7768.067318551848,5859.841654944824,824.6223789338255,848.2061582683729,878.3786897581599,1443.6538252470605,1869.091828796949,5208.746235636704,869.2593652661556,-381.748652951159,-3.4570338339628535,134.43231371416613
14,8212.315387820072,3018.81364975969,13472.056466244709,8012.897902259961,5566.231444469558,887.9006519808776,1437.3376237029693,-115.7096386715557,980.6397869792959,2114.808405960467,4193.200870366311,1193.8973126841515,-249.84446637280547,-27.523481570729878,45.924880739588865
15,8005.922768395055,2867.9483328396827,12155.382698450394,7274.969748421362,5642.650565016801,672.4084847456481,1254.2245721047743,-81.71751182960442,645.8506004731023,2776.982279054754,4946.677153977591,1013.0603182857619,-375.955715179134,-29.256169973656668,32.30969419952245
16,8314.371320580434,3013.5194941839486,13633.579737569482,7754.535995488541,5896.360779491046,845.3198570896769,1582.483776745849,729.4828063449411,953.4003312937389,1711.9652269384187,4799.580649319842,1005.0302905405534,-346.46045392013394,-30.32718396753159,0.5485496738605882
17,7958.075144972887,2911.4409775084537,13009.604912286519,7917.223723278622,5974.839355482486,1129.960867248059,471.6395556882061,490.9565228354173,1046.239899682642,1890.1687290711488,4579.10260821286,1114.1041598315974,-353.29266326195244,-26.599117479926917,-67.95208262764432
18,8909.117583332674,2747.769370065269,12717.407165700428,7552.91801341016,5843.348501240537,1510.5713734131305,1265.5105631006059,481.0326786578433,-131.17192697115775,805.7240210831831,5042.141030641865,1244.0318435517997,-334.2220794322735,-19.593222550111648,-86.59123129777277
19,7806.648955625267,2789.5144026968424,12806.697597521013,7818.723486094244,5503.5226979815325,1386.8988610566885,1690.3783316148229,683.986473545225,465.09083400668305,2010.728579837125,5037.919870693212,1321.2926807056047,-342.73888391337226,2.0391567333048783,-41.3375636795036
20,7757.436129809688,2533.4435635689497,12071.006664101289,7581.267354052289,5256.784329656787,735.1379998050461,1228.7420176626447,406.3456843094953,872.492736931966,2460.232494399646,5523.341872254615,821.325121925039,-366.44015288358776,-22.013272553742567,-0.0003361302584714565
21,8341.025908503181,2821.951248236203,12781.210936662297,7699.655227159967,5628.412646051912,1021.1856196312508,1160.7714299467038,671.7772032922524,747.8494255860135,1635.6378009053074,5697.144644649282,1144.341685066705,-395.43921111047246,-46.8504746212698,-68.94151757027043
22,7514.552720280536,2865.0343177713985,13887.444842822913,8342.567457675068,5440.22529053748,764.57016291087,1642.2661594684641,-150.24182962440273,830.5629565876807,1590.279222449014,4761.166822466336,1063.0984264002175,-234.21737726879905,-11.649920412170395,-15.313437272435749
23,8495.22453746421,2991.35275998074,14137.518664114988,8952.074247588585,6205.7909342843095,881.4290627216358,1725.4295011586573,340.2216101531845,952.5359396472636,1733.012940278285,5534.406536153168,1226.780909540474,-320.320562768284,-27.76654551263996,-39.73103453171288
24,9682.613907946166,2970.335854848448,12707.699303486572,8566.762658427131,6018.542045836704,892.1573849528016,1283.759390074777,731.6738033531351,-203.69072955125202,991.6248076888264,5932.111941128834,1511.298952677032,-241.52799227213814,-39.91700615797639,-7.242856109963569
25,8424.400230021982,2875.150582947326,12405.478327570177,8112.503869502223,5788.0536307754,764.1589925809488,1483.8229116370721,366.8318730392034,482.63157957184967,1075.142958925425,5377.071772048955,1136.5068578683756,-350.6207923845109,-35.82490938838434,11.407617368353982
26,8244.797608767436,3004.1043310214104,12072.93489330439,8038.475691070654,6067.792472122605,906.6987113880041,2000.9718910976735,460.6283821160884,-36.64333843355695,1136.7962986717357,5019.651484236826,1102.9386582829222,-321.6931377617673,-47.082999847241084,25.20544284827684
27,8793.224618403192,2948.6394291714987,10911.532738113496,7796.901477840354,6221.758988838115,1226.7200772662222,1610.6309088689968,662.7177926956872,190.67798825071998,1835.3609777341912,4951.657212214661,818.3755812360844,-309.4313187515106,-46.05908779539155,17.92279420319688
28,7796.793269207925,2932.9088229539707,12064.599092230606,7933.813782214359,6276.657181276205,875.6791694085072,1319.7021247423195,411.95905252166096,1649.0274496727995,3007.164833443209,5156.380245619689,1018.9499713313089,-384.026104062004,-61.699174642771915,-3.2926807369176316
29,7777.515847644346,2847.2980756722222,12551.691306025774,8014.009329734615,6570.69465580165,949.3833600930202,1874.3749377819117,626.276628216629,699.9300365263368,2117.1386550180227,5496.939390016476,843.0909593935247,-208.57492630278676,-58.12493167786979,8.297485334357297
30,8903.281296589583,2921.9206724394985,13541.77860072224,7959.0901932558645,6119.646428502174,1059.6928788996124,1148.7202513913435,1095.9170289760943,21.778766790677707,1952.4145797888964,5056.774503864275,1084.8531834730961,-255.6528395917896,-40.844188315137814,-99.30343948145509
31,9749.43825850786,2656.5700579093646,12839.870077091457,8036.984889307139,5762.042198300617,1199.6905892430323,-133.10370789259855,1127.0457496077197,-678.1309483743016,1367.6295017270133,4944.038335187947,1703.7878962036714,-263.1680834502806,36.86716866537945,108.53083497032353
32,9120.65284204937,2799.310260443229,12818.937473753831,8147.839156364942,5987.290263250198,829.0781278628106,-369.25591623224017,733.1730004592623,-484.2721457774669,1905.8485110781353,5035.386965560671,1668.5863321534475,-314.00690201064225,41.71737997139497,112.85460959729772
33,8648.451973649324,2677.9141737333716,11245.716630564588,7549.314634936412,5645.643396901468,1144.6545143721287,234.87365930643705,633.7404113349537,-287.9667176132046,1686.2287944750533,4150.506860456489,1645.5646439563602,-243.44965423607005,25.337608148903556,167.7727138893063
34,8508.135977619218,2806.1030455676,12199.951567646607,7619.415090392578,5830.772505365396,705.109777474673,-99.23140786093,576.7268927990858,-80.4101608034826,1756.7781060269494,5530.4093861660085,1409.236112002243,-260.42165889659975,6.407038498996748,161.83223761137106
35,9036.127195629324,3178.5129490227364,14112.163823642639,8213.118386661943,6161.3624226167685,964.0381972731946,-291.77603556776364,924.0674890898476,-1.2713755062788437,2421.8929408504678,4909.548917223518,1728.8662566879614,-315.4488341229343,39.79414858637306,161.53519543229288
36,8107.769639315074,2921.99116609038,12998.354016512754,7428.2759980381725,5939.673711602444,1459.4131481731592,128.62150488451994,345.6772910484506,-203.67974314720254,2410.5547250504774,4261.485923229956,1468.3255363561996,-271.6621014137364,30.367084150801332,170.54375823302632
