,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
0,192.5669633016721,40.54299735594092,124.4328007740902,22.36782014217552,104.86901803680738,114.35338487141755,36.82968690306691,121.65735809697296,110.70812754651654,-24.319730803894977,633.863069191471,1032.9527784288214,4051.515303483439,1454.193775087106,1234.9055564988146,2081.243343517113,1750.6682408243744,3850.58973336289,1919.9905268385717,1426.9197722190827,1983.5262569058316,2700.197685542408,0.0,0.0,0.0,585.5861887912059
1,294.11261455528654,35.377930569499135,142.76345600077593,25.474461828588783,69.7433985975216,76.65724693814052,24.553124602044605,266.487546307655,119.3275897133077,-38.55567078666276,816.5890679649082,1095.5248931102099,3334.405397052328,1775.4907394422391,1485.5642862270224,2323.1149861031627,1507.657635157535,3835.737883015643,2989.157702221717,1857.0084340757624,1575.1532040134546,3527.725922627309,0.0,0.0,0.0,561.9659055458463
2,228.691046520745,30.99040071865073,152.03661099780516,30.44508852685001,81.25444496798634,79.28206191168245,20.460937168370506,176.69282961703212,128.98627781510208,-42.70781994830337,1165.5234611028843,1362.2257097849802,3520.169034174135,1842.3502233542897,1585.2471015243405,2478.945332907613,1208.1098681722879,3846.629239936957,3620.612141374178,2195.9945714997466,2065.200867484307,4119.673141675978,0.0,0.0,0.0,519.6462313979105
3,166.96721928815586,24.770105233903635,127.45196751730903,24.85313349130613,76.09140211064555,126.59197998901669,19.291740758749334,133.2437731538275,150.38210588869723,-48.28356310822075,1716.798508249864,2028.9777514719055,5176.47498303673,2077.2870209896905,1597.8284277269145,3265.7451821104537,1070.238544957224,5898.164834570001,3780.5259279127886,2739.4317230575703,2193.5466841076254,5165.81257770128,0.0,0.0,0.0,485.19998499842774
4,178.0604416940129,28.074637210175528,136.29381297959276,24.169672320295213,93.273331619501,218.3023826790363,14.81956449194835,40.552452698990976,167.80442303433898,-71.65423124659787,2586.037440268135,2688.5493865560484,8753.722229734325,1974.2119832919454,1633.6368176880871,4998.999284910879,975.0180627367478,9213.097832075517,4111.629473117731,2951.2980589475605,2368.5637067757875,5564.1042141269445,0.0,0.0,0.0,441.89613238193516
5,159.57173768425116,24.159183355937394,133.49030100374668,13.669223420218373,139.23287705451824,330.3788196215982,12.510401582946537,72.41509410534104,212.73566198888875,-64.77352692159343,3205.4476056018207,3702.012489920175,13328.28151706911,2004.8559134183022,1818.4855334335991,5948.321581701185,865.9112601924526,12529.020952937517,1033.2890822494824,3259.563577667496,2590.2519354887922,6144.072737343262,0.0,0.0,0.0,418.27584913657563
6,223.57109771804176,39.543307010178,215.4391126054005,34.79438688782858,155.0605658139073,297.3630746531911,20.460937168370506,86.89811292640923,250.0255337742974,-60.97727625952203,3802.1460648732705,3887.677289220688,14271.628702229573,2041.0714672039965,2083.661178010931,5230.354769123623,1841.9212029523303,15247.899689840191,807.7696396950317,3503.209863940984,2858.61137024664,6601.259628277984,0.0,0.0,0.0,591.4912596025458
7,251.73081613290955,50.04005564068872,289.6243525816346,27.338446840436745,101.65269625682458,109.60974335296825,22.214731782802264,249.10792372237313,182.78150268585557,-55.16426743322518,1711.6367568720832,2727.528736685438,8052.179108536886,1664.9868701987107,1658.7994700932352,4724.623152807338,1682.2285192284073,4799.127908873727,3098.8421583731993,2850.6615493998156,3021.9605914035906,5374.441530114723,0.0,0.0,0.0,549.1715854546098
8,234.09543692359844,49.29028788136653,224.28095806768428,28.581103515002052,119.76566628093822,111.63369706750662,32.15290126458222,139.03698068225478,153.7443074431193,-81.02622506858667,1289.405494169621,2036.1581580746877,5869.715818776212,1495.9809525321377,1389.7526482228038,2817.374429648568,2200.981771325375,4831.80197963767,6708.178327619656,2390.911600518537,2986.957186869958,4516.966553448945,0.0,0.0,0.0,630.8583983448117
9,385.41836820349437,81.94683917628879,257.9231017778369,38.5223569115245,134.06983419717747,120.48849456861194,69.27488727005442,228.8316973728777,149.77079651516593,-72.01012974616707,1043.7061285872594,1736.6326255014844,5125.623484606738,1772.7049276125704,1525.2438534812943,2933.0521717549395,4484.289584570536,4496.15016178989,6102.351097848381,2189.6385814230466,2881.9469732690613,4138.6394100771995,0.0,0.0,0.0,956.6214714370624
10,555.7988866934523,186.74771042376898,371.7888189506612,70.83143045022247,139.23287705451824,102.43103252171498,101.72008763704193,249.10792372237313,167.80442303433898,8.778829656040136,863.0448303649346,1551.993598572797,4429.269291820521,3157.2534069579565,2111.7272133859037,2860.3950775393673,7330.985250953513,3856.5304735017885,581.2251087653339,2787.101648632818,2893.614774780272,5262.640369012783,0.0,0.0,0.0,1375.8814990421945
11,481.8440706544055,106.07825335595501,310.97417455153914,68.96744543837451,55.86243091549061,46.930426755858306,64.01350342675916,301.2467914782187,139.68419185189964,-20.879378641392755,666.8982780092676,1265.8031068333323,3251.3825424727493,2766.3111468611037,2054.627348312683,2187.3609416477516,5802.498135310249,3020.8663606300274,3903.5365329424885,2787.101648632818,2893.614774780272,5262.640369012783,0.0,0.0,0.0,1698.6920367287755
12,490.94620185921127,189.60793557970175,401.3335220807312,95.68456394152861,131.78455293245284,69.03579623183198,54.65993214978978,139.03698068225478,150.68776057546285,-71.29833274702867,898.1447397338435,1307.8597740782,3136.188331743584,4837.0979402482335,3019.518288617791,2807.8142856728346,5079.417598448511,3189.1873312321595,7126.414384720636,4493.684984226687,3243.6488201165953,8467.939728819316,0.0,0.0,0.0,2401.3954632782225
13,344.17433618171816,68.31217362713333,301.05405525239155,51.57025199446022,121.2045470772463,57.492935203605384,59.92131599308505,199.8656597307412,146.71424964750946,-76.87407590694606,538.886843840306,1172.4578209971628,2759.472129088746,2305.7235910225313,1978.171596773963,2102.2756602637264,4060.7568146940444,2506.9923386152836,7247.374812999841,3248.9702608729967,2578.584133977581,6167.031904355267,0.0,0.0,0.0,1330.6092894885887
14,396.51159060935146,81.91907000001761,238.51417271428727,27.9597751777194,98.7749346642084,47.088548139806605,52.32153933054743,379.45509311198697,124.70711220038305,-60.8586434263323,397.4548560891146,1077.0609904173411,2465.778781013486,2421.7990839253976,1465.2406054382486,1711.2657716562392,3654.0860052107623,2197.0837280360643,6925.497063172125,2165.273952795698,1855.1804402825132,4123.666040286761,0.0,0.0,0.0,902.4916556664467
15,291.83708175408503,84.140604101713,255.55089933673636,27.9597751777194,89.2106093711017,39.84658875497403,42.091070746362185,318.6264140635006,118.1355364349217,-61.68907325866042,312.80213349351095,903.7054595787405,2222.9369313682187,1426.335656790418,1049.0890464300276,1378.5727613007243,2972.6644293204813,1800.044262086329,6721.504476497873,1726.7106375034184,1843.5126387713026,3262.1981650102,0.0,0.0,0.0,775.5326332226391
16,217.31338251473778,48.70713517967149,199.91196935456085,19.57184262440358,101.56805620998294,49.5868660061899,50.567744716115676,292.55698018557774,112.51149019843382,-65.12942542116264,202.3406540090038,822.6694422044834,2093.213721087627,991.7490113620875,872.9504795939896,1293.4874799166992,2927.0379482565036,1753.508464331622,6725.604829998862,1557.2175687914264,1715.1668221479838,2946.759174758295,0.0,0.0,0.0,615.1115428479053
17,239.49982732645185,43.430991688144935,166.91678994652654,17.707857612555618,85.14788712270236,37.032028120694115,37.706584210282784,350.48905546985054,104.28937912443797,-64.65489408840371,243.63466503124948,739.5818800865743,1701.9685188813626,845.0295883328648,764.557515387197,1195.0179969666474,2457.8786973160336,1616.8714411369501,6791.210486014703,1323.1052676329875,1633.4922115695083,2501.550979655924,0.0,0.0,0.0,526.535480677807
18,180.05153289506416,31.76793765424412,144.70434890713088,15.688540516386995,75.32964168907068,32.76275075408976,26.599218318881658,234.62490490130492,98.66533288795013,-56.7064942646917,316.9315345957355,697.5252128417067,1633.4746638532101,777.241500477591,691.9729411415772,1048.7477941379298,2083.93992859604,1394.093685928246,6456.006587308769,1206.5787828934929,1505.14639494619,2283.938005368218,0.0,0.0,0.0,490.1208773412109
19,147.9096320780938,27.047177688141403,123.35452693722634,13.669223420218373,71.94403981540458,30.327681441285783,23.09162909001814,173.79622585281845,96.15896445647184,-59.909580760814436,10.32350275556142,659.5716350841433,1495.4491681146608,720.5966599409925,600.0324804304585,857.5449146232661,1564.1947964759424,1124.7801329648348,6178.207637616697,1186.4514809839438,1365.1327768116605,2247.00369321847,0.0,0.0,0.0,428.1176338221421
20,119.46547206307577,22.770724542377774,104.1612526410495,11.494574239729086,61.87187424124794,36.49441541526986,17.24564704191228,170.89962208860484,90.74887650071993,-24.20109797070524,92.91152480005276,613.4118783519714,1612.7189502083156,640.7367208238205,550.674969943437,869.9731017917194,1155.5402269464,1204.9801248399683,3004.534027850429,994.712447003503,1271.7903647219744,1882.6516949844665,0.0,0.0,0.0,393.6713874226594
21,109.22557445766927,20.077114444072112,94.45678810927471,6.523947541467859,32.67105808087784,21.3463868330218,12.276562301022302,153.2303391269016,85.85840151246961,-13.880041483198594,525.4662902580762,576.484072966234,1473.6556687875213,567.3770093092093,483.8971616374665,754.2953596853478,884.7569806319218,1047.5505111591508,2066.5781644989647,951.2798481460551,1283.458166233185,1795.8061501999234,0.0,0.0,0.0,350.3675348061669
22,90.73687044790755,17.63342693220718,81.30184729953555,11.432441406000821,31.655377518778018,20.207912868593972,12.861160505832888,88.05675443209469,82.3433726146647,-17.20176081251108,206.4700551112284,519.0408201439758,1259.8718182451062,481.94544653269986,427.7650908875204,695.0224670358022,723.0805368617388,958.4394090756692,2180.3629741514374,845.34668020106,1225.1191586771313,1599.155893618831,0.0,0.0,0.0,306.0795037211177
23,77.08367364069888,15.023124362715095,75.26351381309789,9.257792225511535,26.91553489564547,18.974566073797156,34.19899498141927,90.08437706704424,82.80185464481316,-13.998674316388325,60.90866625781237,471.85529103997806,1226.6626764132748,455.0159321792349,403.57023280564704,671.1221070964692,1160.4996270620497,918.834474816344,2242.893365041535,801.9140813436121,1236.7869601883422,1514.3067981396796,0.0,0.0,0.0,279.50668507008817
24,32.71078401727074,13.162589552545201,68.36256125716915,10.189784731435516,21.667851991463024,17.614722171841695,8.067455226386084,111.5192449222252,79.83700418318641,-9.371993821988793,256.02286833792317,498.52537270745506,1533.8472383577157,483.80265441914565,418.08714765477106,691.1984094455088,825.2441792441244,970.3208893534667,2917.401515954392,891.957274096858,1100.273682507176,1691.9907863195494,0.0,0.0,0.0,291.31682669276796
25,78.19299588128457,13.662434725426666,97.90726438723907,20.938764966425417,19.0440105393718,21.82075098486673,7.365937380613381,69.51849034112739,78.30873074935818,-1.3049611650870472,219.8906086934582,535.4531780931925,1442.522098320179,478.23103075980816,407.44141009874687,679.726236674629,667.5352555664612,965.3702725710511,2292.0976070534152,950.2205164666052,1046.6017955556065,1796.804374852619,0.0,0.0,0.0,278.5225066015315
26,18.488704009761726,13.107051200002818,43.130953474554666,12.364433911924802,26.492334661437216,14.57879160003415,4.618325818003628,97.6155468539997,75.7106659118502,-20.404847308633833,219.8906086934582,461.5975673217176,1249.493961422659,441.086873030891,360.0194882582751,640.529646374123,700.2672963297497,941.607312015456,2938.928371834589,787.0834378313128,1043.101455102243,1485.3582832114985,0.0,0.0,0.0,268.6807219159651
27,86.47024644565482,12.412821793223005,63.18684684022258,20.193170961686235,33.68673864297767,26.09002835147109,6.722879355321737,54.74581114363782,75.7106659118502,-22.540238306048995,219.8906086934582,394.92236315302506,1932.3569403396934,393.72807192652164,343.56698476260124,544.9282066167913,572.3147733459853,793.0888085429866,2578.0972637474683,780.7274477546131,977.761766639463,1478.3707106426273,0.0,0.0,0.0,223.40851236235923
28,35.555200018772545,12.357283440680622,50.031906030483405,16.465200937990314,22.260332319354593,17.677970725421016,12.42271185222495,111.5192449222252,78.85890918553635,-4.152149161640605,216.7935578667898,329.2729313561586,1350.159172600398,338.01183533314594,319.37212668072794,504.7756019187119,669.5190156127211,735.661653866965,761.6406628088943,706.5742301931166,1248.4547616995528,1318.6547662112832,0.0,0.0,0.0,220.45597695668928
29,47.217305624929935,10.496748630510732,28.89773882795162,4.659962529619899,13.034567213614476,5.218005670294219,7.453627111334969,66.04256582407102,72.92920826228283,-11.626017652593694,214.72885731567752,433.90171328241456,946.4605422071968,338.01183533314594,314.53315506435325,487.5673427623921,650.6732951732519,713.8789400243362,1721.1233820405562,722.4642053848659,1855.1804402825132,1332.6299113490259,0.0,0.0,0.0,197.81987217988635
30,81.89073668323692,13.912357311867398,61.67726346861317,15.408942764609801,28.439055738795222,26.12165262826075,8.739743161918257,30.703999900664602,71.79828592124994,-17.439026478890547,211.63180648900908,541.6078123241487,1634.5124495354548,375.1559930620631,332.921247206577,629.0574736032432,841.1142596142037,945.5678054413885,2581.172528873211,853.8213336366598,1528.4819979686113,1628.104408547012,0.0,0.0,0.0,269.66490038452173
31,93.58128644940935,32.65655129492228,69.22518032666024,26.499653585105158,28.659119860583516,20.366034252542278,13.767287723289297,88.05675443209469,69.71983405124357,-1.2575080318111544,211.63180648900908,529.2985438622362,1452.8999551426266,455.0159321792349,375.504197430674,489.4793715575388,1871.677603646229,710.9085699548868,529.9706900029587,773.3121259984634,498.2151245287001,1265.7488596184005,0.0,0.0,0.0,364.14603336595997
