,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
0,1.39643051476961,6.573547039320493,1.5098631714589579,5.936360091781294,4.39705640617266,4.839609768311515,-4.906122736904223,2.4676152881828615,3.168206568091736,13.235412272727356,-3.213985847797293,2.4152520196723533,-0.8790034104907956,3.2275201962903073,5.291449170915735,2.6091008038679413,11.964338636764408,1.664696507058809,13.393943731699903,0.8848638255842103,4.256738315071401,6.081490320069989,6.378621928538257,3.481769421383965,7.958052847925961,3.440858760681433,11.467728938354444,1.1421604713605769,11.961812285674814,1.7841717984524352,4.899243613283256,1.1378466763323178,7.448520416681715,6.246354435899281
1,4.282277861417157,3.050096740008944,3.331379324472523,2.817965179081953,5.093195267055049,4.108559367310235,-7.150515718389001,2.550757935091858,3.520322767202633,6.40302576226033,-2.619323260866839,1.4857123861104173,-1.3382096773694194,2.507653455519552,2.9885791320852695,3.367661303496149,13.283086722104708,2.6698234514847297,14.128877883132976,1.9465701997053784,2.245916554995349,3.5828741643746937,3.853407108876427,4.562150762888903,3.767775963788777,4.142587626460589,8.482134154779077,0.0,8.631208514466206,0.7374462059461531,-0.4181828851624676,3.940706638283831,3.1302721142772256,4.14754646795567
2,2.077237210893161,0.7684285055502027,2.3104070657178637,2.0314866967347083,4.877651008816901,2.8295884259212483,-8.44077528127704,2.5788232775595974,2.6141189363025696,7.186093488701774,-3.514956036947362,0.0,-2.618279901333068,0.9713645222731382,5.535069127985846,2.997466080540407,12.5094842953464,3.2589057309129474,14.18378728001142,1.0670376424925168,3.6724761022725,3.0754724590650477,6.4981840757982905,3.623080054057896,7.251565577040035,2.7052402766320562,9.870825947532586,0.021471485330674778,11.0969926941577,2.394744177362635,3.1176125376174237,2.264856747669012,7.1654972117719264,3.5522489603486203
3,2.173574622047036,1.1783397198693746,0.5904440163679379,0.8611577497198559,3.5352989957732857,2.1520027701541844,-9.118370352704297,0.7930731519782974,3.3662644146511593,9.375430759732023,-8.157482816897483,0.3819117410224506,-5.296909968354693,0.0,3.951201735458419,0.9949429262277729,13.136722346403978,1.7927360399530734,14.662854334717931,0.0,2.1441496376284457,0.0,5.456530582012585,1.4557556638242448,6.729788976403371,2.16474349891028,10.06569611885914,1.0231276192403551,12.696938831070987,2.097999928358616,3.4653222440958293,2.2065230390081645,6.386210373313253,1.2475949105325148
4,-0.37638291591516904,2.6351306818723934,0.6808482740714594,1.0985842132250268,5.2924889006361004,4.3180222006091835,-5.16913225552412,2.6886210604421255,2.823608581066924,11.236213484015282,-3.648218267612401,0.5997331443720926,-1.7113180132275723,1.9047882062333543,6.141341820257536,1.0733811758555925,12.355201264094351,2.369354784863985,13.479825789313862,0.0,4.412285571605043,0.0,7.940946938407784,0.46335049196077494,9.323768265629754,2.3080083784840175,8.916301408237482,2.302781403541762,12.428007023469064,1.9822637066808522,6.48433331834541,2.4974210159726002,9.165049804009055,2.314534460098813
5,-4.226630611703668,2.8025564762263686,-1.827557047380966,1.0135559363021192,1.6043269450477595,3.1744109350174896,-8.99087179852679,0.5192527002800009,-1.308941139527514,6.703828469660088,-8.022524621229854,7.470609255687358,-6.185816322101833,5.118932946109484,4.3249217707799685,0.6445240795360021,11.220577946004374,1.3536578631179474,13.08897542401895,0.0,4.227176242620528,0.39892618053557793,6.351950420930418,1.706646467746843,7.147280223661855,2.2018143626097038,7.485771497859016,3.446418127112531,8.883939565276348,2.4392078793334746,2.716788502489658,1.136970371173545,6.5105124758441235,2.8281282045199436
6,-2.056557316504371,3.9745792815244982,-1.3828997897770288,4.3538621360185505,2.210122143111709,2.68165843299718,-13.190446013408561,0.9095449575860552,-0.5085528440826872,2.5598361323411143,-9.63030686499642,4.416405390203674,-8.423509224965166,3.474223598001021,3.233032612096914,2.471650011584149,11.22363289230286,2.245294093054075,12.932558597077346,0.4564808925820474,2.403251855605439,0.0,5.605420788960772,0.33178957811010723,7.5056017601631595,1.6845342098589968,3.9263703597482413,0.4698563172870598,6.477029142163332,1.244991747532036,-0.2353197293154734,1.0308660636646099,6.733087663940913,1.833484787428738
7,3.807876671221873,6.755715636394591,6.009889034557082,5.453572708189347,6.6183394297288345,7.285756434979795,-4.669237599326972,0.0,4.694227991138353,2.7874602542232467,1.4350916163579583,3.4854708964103214,2.63566042283928,4.426313308531814,4.944547031788858,1.1003172819507259,11.988669995624184,3.0137977517116754,13.58643181315745,2.2242280051484795,5.159525153805628,2.302280869725632,7.340995538076882,1.7426955256406509,8.08714372889718,3.2720781352488992,4.7108636197078315,3.416245761750647,7.2295476797079035,3.9851940082023973,2.2235512937288284,1.0271338778819132,7.741341085783683,3.1296824220695836
8,6.507550832463133,2.1527866181762247,7.115346624144969,1.2899810322416585,4.773698558652854,3.0903140901853217,-2.2174620381116883,3.910264692066225,3.878213788561101,6.556425505481597,0.15352541269546105,3.2971173308364636,2.5862182379047582,3.927897295604866,7.69522462184256,2.2918136875675614,12.85477279518553,2.199108432066786,14.066950811770706,1.0698393362518903,9.265179114107656,0.2000636159075675,11.693677809576982,1.8037852885054018,12.632830548154654,3.2715154923419227,8.641693549578173,1.8364491608275282,9.92701058646253,1.7015459374386368,6.45850984056484,0.4137715404512603,12.721951472143227,1.7812059826694029
9,6.953582469131273,3.778587715465597,7.756987979545427,3.0060840774548874,6.94332510864408,1.4417645188928647,-0.6627112893724103,3.795791049381602,6.880115170333318,5.0684752346552715,1.3395778606668411,2.653144456783573,4.057253738834711,0.8028604662589078,8.472671827716454,2.912315032238598,15.609074527605653,1.1576704041249564,14.934942172693017,1.225841384319512,11.474684529753468,0.9350821310472441,12.206338155944183,1.3823338488642485,11.658261508516341,1.8785314464670573,7.5135491825121035,0.9096203727838215,8.476384454034864,2.6522479262656744,5.691110207169755,2.3401912773545175,11.172997516031506,0.8813972151076381
